#Número registro,Nombre tercero,Descripción,Fecha contable,Importe bruto,Orgánica,Programa,Económica
2014.0000326,"COPISTERIA DE CASTELLON, S.L.",16/01/14. COPIAS PLANOS PARA ACTIVIDADES.,18/03/2014,"117,61 €",6,15124,22000
2014.0005664,MADERAS FARNOS SL,15/10/14. MATERIAL DE CARPINTERIA PARA SU USO POR TALLER DE BRIGADAS.,23/12/2014,"293,30 €",6,15540,221990
2014.0005765,"BECSA, S.A.U.",SEPTIEMBRE/14  SUMINISTRO ASFALTO EN FRIO PARA CALLES Y CAMINOS.,29/12/2014,"1.506,15 €",6,15540,21002
2014.0005825,INDUSTRIAS TITAN  S A,27/10/14. MATERIAL DE PINTURA PARA SU USO POR TALLER DE BRIGADAS.,29/12/2014,"72,14 €",6,15540,221990
2014.0005826,INDUSTRIAS TITAN  S A,30/10/2014. MATERIAL DE PINTURA PARA SU USO POR TALLER DE BRIGADAS.,29/12/2014,"94,38 €",6,15540,221990
2014.0005827,INDUSTRIAS TITAN  S A,20/10/2014 MATERIAL DE PINTURA PARA SU USO POR TALLER DE BRIGADAS.,29/12/2014,"221,79 €",6,15540,221990
2014.0005828,INDUSTRIAS TITAN  S A,22/10/2014 MATERIAL DE PINTURA PARA SU USO POR TALLER DE BRIGADAS.,30/12/2014,"94,38 €",6,15540,221990
2014.0005829,INDUSTRIAS TITAN  S A,29/10/2014 MATERIAL DE PINTURA PARA SU USO POR TALLER DE BRIGADAS.,29/12/2014,"188,76 €",6,15540,221990
2014.0005832,"ASUCER, ACEROS Y SUMINISTROS, S.L.L.",18/02/2014. MATERIAL PARA SU USO POR TALLER DE BRIGADAS.,29/12/2014,"199,65 €",6,15540,221990
2014.0005833,"ASUCER, ACEROS Y SUMINISTROS, S.L.L.",30/01/2014. MATERIAL PARA SU USO POR TALLER DE BRIGADAS.,29/12/2014,"95,83 €",6,15540,221990
2014.0005834,"ASUCER, ACEROS Y SUMINISTROS, S.L.L.",06/03/2014. MATERIAL PARA SU USO POR TALLER DE BRIGADAS.,29/12/2014,"30,49 €",6,15540,221990
2014.0005835,"ASUCER, ACEROS Y SUMINISTROS, S.L.L.",28/04/2014. MATERIAL PARA SU USO POR TALLER DE BRIGADAS.,29/12/2014,"68,97 €",6,15540,221990
2014.0005878,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,OCTUBRE/14 MATERIAL DE FERRETERIA PARA EL DEPARTAMENTO DE BRIGADAS.,29/12/2014,"363,34 €",6,15540,221990
2014.0005889,VIROSMA SL,AGOSTO/14. MATERIAL PARA EL USO DE BRIGADAS.,29/12/2014,"104,98 €",6,15540,221990
2014.0005911,SUMINISTROS CERRAJEROS CASTALIA SL,23/10/14. MATERIAL DE CERRAJERIA PARA BRIGADAS.,29/12/2014,"161,57 €",6,15540,221990
2014.0005913,RICARDO PERIS SL,OCTUBRE/14. MATERIAL DE CONSTRUCCIÓN  PARA BRIGADAS.,29/12/2014,"4.087,80 €",6,15540,221990
2014.0005951,"CERCADOS Y VALLAS CASTALIA, S.L.",01/11/14. SUMINISTRO MATERIAL PARA SU USO POR BRIGADAS.,29/12/2014,"78,17 €",6,15540,221990
2014.0005953,MAQUIVER SL,2014. ARRENDAMIENTO DE ANDAMIOS PARA SU USO POR BRIGADAS.,29/12/2014,"3.191,98 €",6,15540,20300
2014.0005985,CANTERA LA TORRETA SAU,OCTUBRE/14. SUMINISTRO ARIDO PARA ASFALTADO DE CALLES Y CAMINOS.,29/12/2014,"271,92 €",6,15540,221991
2014.0005995,"BALDOCER, S.A.",01/10/14. SUMINISTRO ROTULOS PARA SU POSTERIOR COLOCACIÓN EN CALLES.,29/12/2014,"254,10 €",6,15540,221990
2014.0005999,EXCLUSIVAS GALINDO SL,20/10/14. SUMINISTRO DE AGUA PARA BRIGADAS.,29/12/2014,"1.113,28 €",6,15540,22101
2014.0006010,"BECSA, S.A.U.",OCTUBRE/14 SUMINISTRO DE ASFALTO EN FRIO PARA CALLES Y CAMINOS.,23/12/2014,"2.055,91 €",6,15540,21002
2014.0006036,CASTELLO FERRETERS SL,OCTUBRE/14 MATERIAL REPOSICIÓN TALLER DE CARPINTERIA DE BRIGADAS.,30/12/2014,"111,88 €",6,15540,221990
2014.0006049,LIMAC MATERIALES DE CONSTRUCCION SL,OCTUBRE/14. MATERIAL DE FONTANERIA PARA BRIGADAS.,30/12/2014,"1.036,27 €",6,15540,221990
2014.0006060,PINTURAS ALFONSO CADROY SL,31/10/14. MATERIAL DE PINTURA PARA BRIGADAS.,30/12/2014,"1.393,65 €",6,15540,221990
2014.0006289,CANTERA LA TORRETA SAU,DEL 01/11/14 AL 15/11/14. SUMINISTRO ARIDO PARA ASFALTADO DE CALLES Y CAMINOS.,30/12/2014,"3.753,36 €",6,15540,21002
2014.0006300,INDUSTRIAS TITAN  S A,7/11/14. MATERIAL DE PINTURA PARA SU USO POR TALLER DE BRIGADAS.,30/12/2014,"147,72 €",6,15540,221990
2014.0006353,QUIMICA INDUSTRIAL MEDITERRANEA SLU,10/11/14. SUMINISTRO MATERIAL PARA USO ALMACEN DE BRIGADAS.,30/12/2014,"278,30 €",6,15540,221990
2014.0006587,VIROSMA SL,08/10/14. MATERIAL PARA SU USO POR NEG. JUVENTUD.,30/12/2014,"67,32 €",6,15540,221990
2014.0006592,SUMINISTROS CERRAJEROS CASTALIA SL,28/11/14. MATERIAL PARA SU USO POR TALLER DE BRIGADAS.,30/12/2014,"91,15 €",6,15540,221990
2014.0006615,"BALDOCER, S.A.",28/11/14. SUMINISTRO ROTULOS DE CALLES PARA SU POSTERIOR COLOCACIÓN.,30/12/2014,"217,80 €",6,15540,221990
2014.0006617,"COMERCIAL DE FUSTERIA BENAGES,S.L.",28/11/14. MATERIAL DE CARPINTERIA PARA SU USO POR TALLER DE BRIGADAS,30/12/2014,"253,47 €",6,15540,221990
2014.0006620,RICARDO PERIS SL,DEL 3 AL 28/11/14. MATERIAL DE CONSTRUCCION PARA SU USO POR TALLER DE BRIGADAS.,30/12/2014,"4.156,25 €",6,15540,221990
2014.0006621,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,DEL 03 AL 20/11/14. MATERIAL DE FERRETERIA PARA SU USO POR TALLER DE BRIGADAS.,30/12/2014,"1.250,90 €",6,15540,221990
2014.0006761,MANUEL SELVI MILLAN COMUNICACIONES SL,21/07/14. REPUESTOS PARA BRIGADAS MUNICIPALES.,30/12/2014,"61,71 €",6,15540,221990
2014.0006834,"JARDINERIA DE CASTELLON, S.L.","PROYECTO DE REMODELACION, ACONDICIONAMIENTO E INSTALACIÓN DE JUEGOS INFANTILES EN PLAZAS MELIA DOLS Y PINTOR SOROLLA, DECRETO 10-11-2014",30/12/2014,"29.766,00 €",6,15540,21500
2014.0006856,CASTELLO FERRETERS SL,23/10/14. MATERIAL DE FERRETERIA PARA SU USO POR TALLER DE BRIGADAS.,30/12/2014,"19,06 €",6,15540,221990
2014.0006857,CASTELLO FERRETERS SL,3 Y 4/11/14. MATERIAL DE FERRETERIA PARA SU USO POR TALLER DE BRIGADAS.,30/12/2014,"257,44 €",6,15540,221990
2014.0006891,CANTERA LA TORRETA SAU,2ª QUINCENA DE NOVIEMBRE/14. /14. SUMINISTRO ARIDO PARA ASFALTADO DE CALLES Y CAMINOS.,30/12/2014,"10.349,89 €",6,15540,21002
2014.0006892,CANTERA LA TORRETA SAU,NOVIEMBRE/14. SUMINISTRO ARIDO PARA ASFALTADO DE CALLES Y CAMINOS.,30/12/2014,"560,59 €",6,15540,221991
2014.0006932,AFILCAS SL,DEL 03/11/14 AL 05/12/14. MATERIAL SUMINISTRADO PARA SU USO POR BRIGADAS MUNICIPALES.,30/12/2014,"385,26 €",6,15540,221990
2014.0006933,LIMAC MATERIALES DE CONSTRUCCION SL,DEL 17 AL 28/11/14. MATERIAL DE FONTANERIA SUMINISTRADO PARA SU USO BRIGADAS MUNICIPALES.,30/12/2014,"2.843,40 €",6,15540,221990
2014.0006990,CASTELLO FERRETERS SL,19 Y 21/11/14. MATERIAL DE FERRETERIA PARA SU USO POR TALLER DE BRIGADAS.,30/12/2014,"62,86 €",6,15540,221990
2014.0006998,SUMINISTROS INDUSTRIALES Y RECAMBIOS SL,DEL 19 AL 28/11/14. MATERIAL PARA SU USO POR TALLER DE BRIGADAS.,30/12/2014,"202,69 €",6,15540,221990
2014.0007000,SUMINISTROS INDUSTRIALES Y RECAMBIOS SL,DEL 29/10 AL 14/11/14. MATERIAL PARA SU USO POR TALLER DE BRIGADAS.,30/12/2014,"187,13 €",6,15540,221990
2014.0007002,"BECSA, S.A.U.",NOVIEMBRE/14. SUMINISTRO DE ASFALTO EN FRIO.,30/12/2014,"1.955,24 €",6,15540,21002
2014.0007042,SDAD ESPAÑOLA CARBUROS METALICOS SA,01/12/14. GAS PARA SOLDAR TALLER DE CERRAJERIA.,30/12/2014,"317,48 €",6,15540,221990
2014.0007081,TRANSPORTES ALEGRE MONFERRER SL,NOVIEMBRE/14.  LIMPIEZA DE ACEQUIAS Y TRANSPORTE DE RESIDUOS DEL TERMINO MUNICIPAL DE CASTELLON. JGL 13-12-13,30/12/2014,"20.372,99 €",6,15540,22300
2014.0007132,"TRIPLEX IBERICA, S.L.","APLICADOR ELECTRICO MARCA, BICICLETAS  Y SUMINISTRO VEHICULO BRIGADAS",30/12/2014,"5.142,50 €",6,15540,62400
2014.0000821,ORIGEN MATERIALES SL,"ENERO/14, GESTION DE RECOGIDA DE RESIDUOS INERTES Y VOLUMINOSOS EN EL TERMINO MUNICIPAL DE CASTELLON. JGL 19-10-12. JGL 17-05-13)",13/03/2014,"411,04 €",6,16200,22702
2014.0001411,ORIGEN MATERIALES SL,"FEBRERO/14, GESTION DE RECOGIDA DE RESIDUOS INERTES Y VOLUMINOSOS DE CASTELLON. JGL 19-10-12 .JGL 17-05-13)",24/04/2014,"329,90 €",6,16200,22702
2014.0001825,ORIGEN MATERIALES SL,MARZO/14. GESTION DE RECOGIDA DE RESIDUOS INERTES Y VOLUMINOSOS DE CASTELLON. JGL 19-10-12 .JGL 17-05-13),23/05/2014,"331,78 €",6,16200,22702
2014.0002244,ORIGEN MATERIALES SL,ABRIL/14. GESTION DE RECOGIDA DE RESIDUOS INERTES Y VOLUMINOSOS DE CASTELLON. JGL 19-10-12 .JGL 17-05-13),29/05/2014,"173,15 €",6,16200,22702
2014.0002811,ORIGEN MATERIALES SL,"MAYO/14, GESTION DE RECOGIDA DE RESIDUOS INERTES Y VOLUMINOSOS DE CASTELLON. JGL 19-10-12 .JGL 17-05-13)",08/07/2014,"928,54 €",6,16200,22702
2014.0003980,ORIGEN MATERIALES SL,"JUNIO/14, GESTION DE RECOGIDA DE RESIDUOS INERTES Y VOLUMINOSOS DE CASTELLON. JGL 19-10-12 .JGL 17-05-13)",13/10/2014,"513,45 €",6,16200,22702
2014.0005353,ORIGEN MATERIALES SL,JULIO/14. GESTION DE RECOGIDA DE RESIDUOS INERTES Y VOLUMINOSOS DE CASTELLON. JGL 19-10-12 .JGL 17-05-13),28/11/2014,"1.277,33 €",6,16200,22702
2014.0005354,ORIGEN MATERIALES SL,AGOSTO/14. GESTION DE RECOGIDA DE RESIDUOS INERTES Y VOLUMINOSOS DE CASTELLON. JGL 19-10-12 .JGL 17-05-13) ,12/11/2014,"366,09 €",6,16200,22702
2014.0005617,ORIGEN MATERIALES SL,SEPTIEMBRE/14. GESTION DE RECOGIDA DE RESIDUOS INERTES Y VOLUMINOSOS DE CASTELLON. JGL 19-10-12 .JGL 17-05-13) ,30/12/2014,"480,77 €",6,16200,22702
2014.0005750,ORIGEN MATERIALES SL,OCTUBRE/14. GESTION DE RECOGIDA DE RESIDUOS INERTES Y VOLUMINOSOS DE CASTELLON. JGL 19-10-12 .JGL 17-05-13),30/12/2014,"844,60 €",6,16200,22702
2014.0006893,ORIGEN MATERIALES SL,NOVIEMBRE/14. GESTION DE RECOGIDA DE RESIDUOS INERTES Y VOLUMINOSOS DE CASTELLON. JGL 19-10-12 .JGL 17-05-13),30/12/2014,"933,99 €",6,16200,22702
2014.0005305,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,30/09/14. REPARACIÓN MAQUINARIA PARA SU USO POR TALLER DE BRIGADAS.,23/12/2014,"1.000,23 €",6,17000,21300
2014.0005978,DEMOLICIONES Y SERVICIOS MENGUILLO SL,"OCTUBRE/14. TRABAJOS DE TRANSPORTE DE MATERIALES, HERRAMIENTAS Y PEQUEÑA MAQUINARIA PARA BRIGADA DE CAMINOS.",29/12/2014,"5.050,00 €",6,17000,20400
2014.0006940,DEMOLICIONES Y SERVICIOS MENGUILLO SL,"NOVIEMBRE/14. TRABAJOS DE TRANSPORTE DE MATERIALES, HERRAMIENTAS Y PEQUEÑA MAQUINARIA PARA BRIGADA DE CAMINOS.",30/12/2014,"5.050,00 €",6,17000,20400
2014.0007139,TRANSPORTES ALEGRE MONFERRER SL,"NOVIEMBRE/14. 42,90% LIMPIEZA DE ACEQUIAS Y TRANSPORTE DE RESIDUOS DEL TERMINO MUNICIPAL DE CASTELLON. JGL 13-12-13",30/12/2014,"3.346,55 €",6,17000,22700
2014.0006942,COOP AGRICOLA SAN ISIDRO CS,14/11/14. MATERIAL SUMINISTRADO PARA SU USO A BRIGADAS MUNICIPALES.,30/12/2014,"2.342,74 €",5,23211,221990
2014.0004371,"COMERCIAL DE FUSTERIA BENAGES,S.L.",16/07/14. MATERIAL DE CARPINTERIA PARA SU USO POR TALLER DE EMPLEO.,31/10/2014,"281,88 €",5,24120,22199
2014.0006594,SUMINISTROS CERRAJEROS CASTALIA SL,05/11/14. MATERIAL DE CERRAJERIA PARA SU USO POR TALLER DE BRIGADAS.,30/12/2014,"91,15 €",5,33700,226995
2014.0006598,"CACICAS, C.B",10/11/14. MATERIAL PARA SU USO POR TALLER DE BRIGADAS.,30/12/2014,"136,00 €",5,33700,226995
2014.0003061,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,DEL 12 AL 29/05/14. ALQUILER MESAS Y SILLAS CON MOTIVO DE LAS ELECCIONES AL PARLAMENTO EUROPEO.,16/07/2014,"1.033,46 €",2,92000,22705
2014.0001631,LLANSOLA Y PRADES SL,31/03/14. MATERIAL PARA SU USO POR TALLER DE BRIGADAS (4 SILLAS),29/05/2014,"803,44 €",4,92020,62500
2014.0003112,TRANSPORTES ALEGRE MONFERRER SL,DEL 20-5 AL 31/05/14. ARRENDAMIENTO PALA CARGADORA CARTERPILLAR 924K  BRIGADAS MUNICIPALES. JGL 09-05-14,23/07/2014,"1.020,14 €",6,92040,20300
2014.0003694,QUIMICA INDUSTRIAL MEDITERRANEA SLU,2 Y 25/06/14. MATERIAL PARA SU USO POR TALLER DE BRIGADAS.,03/10/2014,"921,11 €",6,92040,21400
2014.0004449,CASTELLANO ACTIVA SL,26/08/14. INSPECCIÓN TÉCNICA DE VEHICULOS MUNICIPALES.,13/11/2014,"366,29 €",6,92040,21400
2014.0004568,QUIMICA INDUSTRIAL MEDITERRANEA SLU,14/08/14. REPUESTOS PARA SU USO POR TALLER MECANICO.,13/11/2014,"648,86 €",6,92040,21400
2014.0004573,LEONAUTO SA,21/08/14. REPUESTOS PARA TALLER MECANICO.,13/11/2014,"38,41 €",6,92040,21400
2014.0004574,LEONAUTO SA,21/08/14. REPUESTOS PARA SU USO POR TALLER MECANICO.,13/11/2014,"10,39 €",6,92040,21400
2014.0004575,LEONAUTO SA,21/08/14. REPUESTOS PARA SU USO POR TALLER MECANICO.,13/11/2014,"13,79 €",6,92040,21400
2014.0004602,"ECUS AUTO, S.L.",13/08/14. REPARACIÓN VEHICULO MATRICULA 9108-CLJ,13/11/2014,"647,70 €",6,92040,21400
2014.0004646,CASTELLANO ACTIVA SL,03/09/14. INSPECCIÓN TÉCNICA DE VEHICULOS MUNICIPALES.,13/11/2014,"175,06 €",6,92040,21400
2014.0004683,ALNICAR COMBUSTIBLE SL,AGOSTO/14. LAVADO DE VEHICULOS MUNICIPALES.,13/11/2014,"21,00 €",6,92040,21400
2014.0004690,CASTALIA NEUMATICOS SLU,6 Y 28/08/14. REPUESTOS PARA SU USO POR TALLER MECANICO.,13/11/2014,"321,18 €",6,92040,21400
2014.0004692,CASTELLANO ACTIVA SL,09/09/14. INSPECCIÓN TÉCNICA DEL VEHICULO MATRICULA CS-0205-AG.,13/11/2014,"87,53 €",6,92040,21400
2014.0004706,SUMINISTROS INDUSTRIALES Y RECAMBIOS SL,01/08/14. MATERIAL PARA SU USO POR TALLER DE BRIGADAS.,13/11/2014,"53,43 €",6,92040,21400
2014.0004710,SUVIMA CASTELLON SL,DEL 5 AL 14/08/14. REPUESTOS PARA SU USO POR TALLER MECANICO.,13/11/2014,"605,81 €",6,92040,21400
2014.0004711,SUVIMA CASTELLON SL,DEL 18 AL 29/08/14. REPUESTOS PARA SU USO POR TALLER MECANICO,13/11/2014,"64,31 €",6,92040,21400
2014.0004735,AUTOCAS SAU,08/09/14. REPUESTOS VEHICULOS PARA SU USO POR TALLER MECANICO.,06/11/2014,"336,23 €",6,92040,21400
2014.0004737,CASTELLANO ACTIVA SL,12/09/14. INSPECCIÓN TÉCNICA DEL VEHICULO MATRICULA CS-1556-AD.,31/10/2014,"87,53 €",6,92040,21400
2014.0004755,GARAJE CASTELLON SL,12/09/14. REPARACIÓN VEHICULO MATRICULA E4225-BWC,13/11/2014,"667,99 €",6,92040,21400
2014.0004830,"LUBRISAMA, SL",18/09/14. REPUESTOS PARA SU USO POR TALLER MECANICO.,12/11/2014,"290,40 €",6,92040,21400
2014.0005238,LEONAUTO SA,26/09/14. REPARACIÓN VEHICULO MATRICULA 1612-DSL.,23/12/2014,"65,07 €",6,92040,21400
2014.0005330,"JUVI MOTOR SPORT, S.A.",30/09/14. REPUESTOS PARA SU USO POR TALLER MECÁNICO.,23/12/2014,"94,48 €",6,92040,21400
2014.0005345,SOCIEDAD ANONIMA DE TRACCION,REPUESTOS PARA SU USO POR TALLER MECANICO.,23/12/2014,"116,64 €",6,92040,21400
2014.0005348,CASTELLANO ACTIVA SL,INSPECCIÓN TÉCNICA DE VEHICULOS MUNICIPALES.,23/12/2014,"119,07 €",6,92040,21400
2014.0005350,AUTOLAVADO MILLARS SL,SEPTIEMBRE/14. LAVADO DE VEHICULOS MUNICIPALES,23/12/2014,"42,01 €",6,92040,21400
2014.0005364,SUVIMA CASTELLON SL,DEL 5 AL 11/09/14. REPUESTOS PARA SU USO POR TALLER MECÁNICO.,23/12/2014,"324,86 €",6,92040,21400
2014.0005366,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,14/05/14. REPUESTOS PARA SU USO POR TALLER MECANICO.,23/12/2014,"324,27 €",6,92040,21400
2014.0005367,SUVIMA CASTELLON SL,DEL 19 AL 30/09/14. REPUESTOS PARA SU USO POR TALLER MECANICO.,23/12/2014,"402,24 €",6,92040,21400
2014.0005482,CASTELLANO ACTIVA SL,14/10/14. INSPECCIÓN TÉCNICA DEL VEHICULO MATRICULA CS-6257-AH.,23/12/2014,"107,02 €",6,92040,21400
2014.0005483,CASTELLANO ACTIVA SL,08/10/14. INSPECCIÓN TÉCNICA DE VEHICULOS MUNICIPALES.,23/12/2014,"350,13 €",6,92040,21400
2014.0005497,"PER A PRINT, S.L",ROTULACIÓN VEHICULOS BRIGADAS.,30/12/2014,"3.630,00 €",6,92040,21400
2014.0005537,AUTOCAS SAU,REPARACIÓN VEHICULO MATRÍCULA CS4750AH DEL TALLER DE BRIGADAS,23/12/2014,"1.693,43 €",6,92040,21400
2014.0005538,AUTOCAS SAU,29/09/2014 REPUESTOS PARA SU USO POR TALLER MECANICO DE BRIGADAS,23/12/2014,"27,94 €",6,92040,21400
2014.0005539,AUTOCAS SAU,22/09/2014 REPUESTOS PARA SU USO POR TALLER MECANICO DE BRIGADAS,23/12/2014,"68,61 €",6,92040,21400
2014.0005560,TRANSPORTES ALEGRE MONFERRER SL,OCTUBRE/2014  ARRENDAMIENTO PALA CARGADORA CARTERPILLAR 924K  BRIGADAS MUNICIPALES. JGL 09-05-14,30/12/2014,"2.635,38 €",6,92040,20300
2014.0005566,TRANSPORTES ALEGRE MONFERRER SL,SEPTIEMBRE/2014.  ARRENDAMIENTO PALA CARGADORA CARTERPILLAR 924K  BRIGADAS MUNICIPALES. JGL 09-05-14,30/12/2014,"2.635,38 €",6,92040,20300
2014.0005666,TAPICERIA Y TOLDOS A RAMOS SL,21/10/14. FUNDA ASIENTO Y RESPALDO PARA VEHICULO BRIGADA DE ASFALTO.,23/12/2014,"90,75 €",6,92040,21400
2014.0005815,"ECUS AUTO, S.L.",22/10/2014. REPUESTOS PARA SU USO POR TALLER MECANICO.,29/12/2014,"393,54 €",6,92040,21400
2014.0005816,SUVIMA CASTELLON SL,01/10/14 AL 15/10/14 REPUESTOS PARA SU USO POR TALLER MECANICO.,29/12/2014,"540,65 €",6,92040,21400
2014.0005817,SUVIMA CASTELLON SL,22/10/14 AL 28/10/14 REPUESTOS PARA SU USO POR TALLER MECANICO.,29/12/2014,"258,29 €",6,92040,21400
2014.0005818,CASTALIA NEUMATICOS SLU,22/10/2014 REPUESTO PARA SU USO POR TALLER MECANICO.,30/12/2014,"324,16 €",6,92040,21400
2014.0005831,QUIMICA INDUSTRIAL MEDITERRANEA SLU,20/10/2014. MATERIAL PARA SU USO POR TALLER DE BRIGADAS.,29/12/2014,"307,04 €",6,92040,21400
2014.0005870,CASTELLANO ACTIVA SL,20/10/14. INSPECCIÓN TÉCNICA DEL VEHICULO MATRICULA CS-4637-AV.,29/12/2014,"34,04 €",6,92040,21400
2014.0005877,"LUBRISAMA, SL",20/10/14. MATERIAL PARA USO DEL TALLER MECANICO DE BRIGADAS.,29/12/2014,"420,60 €",6,92040,21400
2014.0005896,CASTELLANO ACTIVA SL,OCTUBRE/14. REVISIÓN ITV MATRICULA CS-4683-AU BRIGADAS.,29/12/2014,"87,53 €",6,92040,21400
2014.0005952,EUROMASTER AUTOMOCION Y SERVICIOS SA,01/08/14. REPARACIÓN RUEDA DEL VEHÍCULO MATRICULA 4225BWC DE TALLER DE BRIGADAS.,29/12/2014,"18,89 €",6,92040,21400
2014.0006107,LEONAUTO SA,15/11/14. REPARACIÓN VEHÍCULO MATRICULA 1612DSL DE BRIGADAS DE LIMPIEZA.,30/12/2014,"37,99 €",6,92040,21400
2014.0006110,TAPICERIA Y TOLDOS A RAMOS SL,OCTUBRE/14. REPARACIÓN VEHÍCULO MERCEDES MATRICULA CS4750AH DE BRIGADAS.,23/12/2014,"139,15 €",6,92040,21400
2014.0006631,CASTELLANO ACTIVA SL,02/12/14. INSPECCIÓN TÉCNICA DEL VEHICULO MATRICULA CS-7431-AG.,30/12/2014,"34,04 €",6,92040,21400
2014.0006632,CASTELLANO ACTIVA SL,02/12/14. INSPECCIÓN TÉCNICA DE VEHICULOS MUNICIPALES.,30/12/2014,"262,60 €",6,92040,21400
2014.0006655,CASTALIA NEUMATICOS SLU,NOVIEMBRE/14. MATERIAL SUMINISTRADO PARA SU USO TALLER DE BRIGADAS.,30/12/2014,"108,94 €",6,92040,21400
2014.0006689,SUVIMA CASTELLON SL,NOVIEMBRE/14. MATERIAL SUMINISTRADO PARA SU USO TALLER DE BRIGADAS.,30/12/2014,"154,21 €",6,92040,21400
2014.0006722,"ECUS AUTO, S.L.","NOVIEMBRE/14. REPARACIÓN VEHÍCULOS MATRICULAS CS-4932-X, CS-8258-AL Y CS-9910-Z DE BRIGADAS.",30/12/2014,"887,16 €",6,92040,21400
2014.0006745,VERFRUTRANS SL,25/11/14. LAVADO Y ENGRASE PALA CARGADORA MATRICULA E-5154-BGG DE BRIGADAS.,30/12/2014,"108,90 €",6,92040,21400
2014.0006919,QUIMICA INDUSTRIAL MEDITERRANEA SLU,NOVIEMBRE/14. MATERIAL SUMINISTRADO PARA SU USO TALLERES DE BRIGADAS.,30/12/2014,"471,90 €",6,92040,21400
2014.0005441,TRANSPORTES ALEGRE MONFERRER SL,SEPTIEMBRE/14.TRANSPORTE DE MATERIALES Y UTILIZACION DE MAQUINARIA INDUSTRIAL ESPECIFICA. JGL. 27-01-12,27/11/2014,"17.181,65 €",6,17100,227990
2014.0005458,AZAHAR DE AUTOMOCION SL,05/03/14. REPUESTOS PARA SU USO POR TALLER MECANICO.,23/12/2014,"64,74 €",4,92053,62600
2014.0005462,INDUSTRIAS TITAN  S A,17/09/14. MATERIAL DE PINTURA PARA SU USO POR TALLER DE BRIGADAS.,23/12/2014,"114,68 €",5,33200,220011
2014.0005471,CRISTALERIA EDO ROVIRA SL,12/09/14. CRISTAL PARA SU USO POR TALLER DE BRIGADAS.,23/12/2014,"90,00 €",4,93400,22708
2014.0000015,"ELECTRICIDAD VERCHILI, S.L.","2013. COLOCACIÓN Y RETIRADA ADORNOS NAVIDEÑOS COMERCIOS C/NAVARRA, DEC.25/11/13",20/03/2014,"1.881,55 €",4,43100,227062
2014.0000024,COPE- RADIO POPULAR SA,NOVIEMBRE/13. CUÑAS PUBLICITARIAS S/DINAMIZACIÓN COMERCIO LOCAL EN LA ÉPOCA DE NAVIDAD.,27/02/2014,"3.000,00 €",4,43100,227062
2014.0000975,IMAGINA COMUNICACION CB, DEL 6 A 9 DE FEBRERO /SERVICIO DE LA ORGANIZACION Y GESTION DE LA IV FERIA OUTLET DE CASTELLON. DEC 17/02/14,07/03/2014,"3.000,00 €",4,43100,226993
2014.0001937,IMAGINA COMUNICACION CB,"IMPRESIÓN, COLOCACIÓN Y RETIRADA DE 9 EXPOSITORES EXTERIORES PARA LA CAMPAÑA MODA EN LA CALLE. DEC 7/04/14",24/04/2014,"726,00 €",4,43100,226998
2014.0001996,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"PREMIO CONCURSO DE  IDEAS PARA DISEÑO DE UNA MARCA COMERCIAL DE LA CIUDAD DE CASTELLON,  J.G.L. 24/02/2014 Y ACTA DEL JURADO DE 15/04/2014.",08/05/2014,"1.265,82 €",4,43100,48102
2014.0002068,PUBLICIDAD CASTELLON SL,CAMPAÑA MODA EN LA CALLE. DOS DESFILES DE MODA PARA MOSTRAR LOS PRODUCTOS DE TEMPORADA Y POTENCIAR EL COMERCIO LOCAL. DEC 7/04/14,14/05/2014,"3.971,22 €",4,43100,226998
2014.0002140,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"PREMIO CONCURSO ""ESCAPARATES MAGDALENA 2014"" 70ª EDICION (COPATROCINIO EN COLABORACIÓN  CON LA ""JUNTA DE FESTES DE CASTELLÓ""), COMPENSACION SEGUN DECRETO FECHA 18-08-2014.",29/05/2014,"475,00 €",4,43100,48100
2014.0002243,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"SERVICIO DE DISEÑO, ADAPTACION IMPRESION Y SOPORTE DE DOS ROLL-UP, UNO EN CASTELLANO Y OTRO EN VALENCIANO DE LA MARCA COMERCIAL. DEC 29/04/14",23/05/2014,"326,00 €",4,43100,227062
2014.0002246,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,CAMPAÑA MODA EN LA CALLE. DOS DESFILES DE MODA PARA MOSTRAR LOS PRODUCTOS DE TEMPORADA Y POTENCIAR EL COMERCIO LOCAL. DEC 7/04/14,23/05/2014,"13.612,50 €",4,43100,226998
