Factura,Nombre o razón social (Tercero),Descripción,Fecha contabilización,Importe factura,Orgánica,Programa,Económica
2019.0000078,PROMOCIONES Y EDICIONES CULTURALES SA,DEL 1 AL 22/12/18. INSERCIÓN PUBLICITARIA S/CAMPAÑA FIRA DE LA TARONJA EN DIARIO MEDITERRÁNEO.,18/04/2019,"5.000,00 €",1,92070,22602
2019.0002349,PROMOCIONES Y EDICIONES CULTURALES SA,DEL 1 AL 3/03/19. INSERCIÓN PUBLICITARIA S/CAMPAÑA RECARGA BONO BUS TRAM CON BICICAS EN DIARIO MEDITERRÁNEO.,29/05/2019,"3.749,97 €",1,92070,22602
2019.0000465,PROMOCIONES Y EDICIONES CULTURALES SA,DEL 10 AL 18/11/18. INSERCIÓN PUBLICITARIA S/CAMPAÑA PROMOCIÓN ARROS A BANDA GRAU EN DIARIO MEDITERRÁNEO,21/03/2019,"4.999,99 €",1,92070,22602
2019.000141,PROMOCIONES Y EDICIONES CULTURALES SA,DEL 14 AL 23/02/19. INSERCIÓN PUBLICITARIA S/CAMPAÑA ARROZ DEL GRAO EN DIARIO MEDITERRÁNEO.,26/04/2019,"4.999,99 €",1,92070,22602
2019.000311,PROMOCIONES Y EDICIONES CULTURALES SA,DEL 18 AL 22/04/19. INSERCIÓN PUBLICITARIA S/CAMPAÑA PLAN IMPULSO ADMON.ELECTRONICA (PIAE) EN DIARIO MEDITERRÁNEO.,29/05/2019,"4.999,99 €",1,92070,22602
2019.0000088,PROMOCIONES Y EDICIONES CULTURALES SA,DEL 21 AL 28/12/18. INSERCIÓN PUBLICITARIA S/CAMPAÑA REFUERZO TRANSPORTE PUBLICO EN DIARIO MEDITERRÁNEO.,18/04/2019,"4.999,99 €",1,92070,22602
2019.0000087,PROMOCIONES Y EDICIONES CULTURALES SA,"DEL 21 AL 29/12/18. INSERCIÓN PUBLICITARIA S/CAMPAÑA ""BEURE I CONDUIR POT ACABAR AÇI"" EN DIARIO MEDITERRÁNEO.",18/04/2019,"3.333,31 €",1,92070,22602
2019.0003109,PROMOCIONES Y EDICIONES CULTURALES SA,DEL 22 AL 25/04/19. INSERCIÓN PUBLICITARIA S/CAMPAÑA PROMOCIÓN TURISMO MARITIMO EN DIARIO MEDITERRÁNEO.,29/05/2019,"4.999,99 €",1,92070,22602
2019.0000091,PROMOCIONES Y EDICIONES CULTURALES SA,"DEL 22 AL 30/12/18. INSERCIÓN PUBLICITARIA S/CAMPAÑA ""CASTELLO ES IL.LUSIO"" EN DIARIO MEDITERRÁNEO.",18/04/2019,"4.999,96 €",1,92070,22602
2019.0000713,PROMOCIONES Y EDICIONES CULTURALES SA,DEL 23 AL 26/01/19. INSERCIÓN PUBLICITARIA S/CAMPAÑA CONCERT BENVINGUDA EN DIARIO MEDITERRÁNEO.,20/03/2019,"4.999,99 €",1,92070,22602
2019.0000092,PROMOCIONES Y EDICIONES CULTURALES SA,"DEL 23 AL 26/12/18. INSERCIÓN PUBLICITARIA S/CAMPAÑA ""CAP D'ANY AL GRAU"" EN DIARIO MEDITERRÁNEO.",18/04/2019,"4.999,99 €",1,92070,22602
2019.0001419,PROMOCIONES Y EDICIONES CULTURALES SA,DEL 25 AL 27/02/19. INSERCIÓN PUBLICITARIA S/CAMPAÑA DE ACTIVIDADES  DE OCIO EN GRAO EN DIARIO MEDITERRÁNEO.,26/04/2019,"4.999,99 €",1,92070,22602
2019.0000096,PROMOCIONES Y EDICIONES CULTURALES SA,DEL 26 AL 28/12/18. INSERCIÓN PUBLICITARIA S/CAMAPAÑA ACTIVIDADES EN NAVIDAD EN DIARIO MEDITERRÁNEO.,18/04/2019,"3.749,97 €",1,92070,22602
2019.0003107,PROMOCIONES Y EDICIONES CULTURALES SA,DEL 26 AL 29/04/19. INSERCIÓN PUBLICITARIA S/CAMPAÑA ESCALA A CASTELLO EN DIARIO MEDITERRÁNEO.,29/05/2019,"4.999,99 €",1,92070,22602
2019.0000079,PROMOCIONES Y EDICIONES CULTURALES SA,DEL 5 AL 9/12/18. INSERCIÓN PUBLICITARIA S/CAMPAÑA MERCADO MEDIEVAL EN DIARIO MEDITERRÁNEO.,18/04/2019,"4.999,99 €",1,92070,22602
2019.000236,PROMOCIONES Y EDICIONES CULTURALES SA,DEL 7 AL 10/03/19. INSERCIÓN PUBLICITARIA S/CELEBRACIÓN DIA DONA EN DIARIO MEDITERRÁNEO.,29/05/2019,"4.999,99 €",1,92070,22602
2019.0000082,PROMOCIONES Y EDICIONES CULTURALES SA,DEL 7 AL 9/12/18. INSERCIÓN PUBLICITARIA S/CAMPAÑA PLAYA CANINA EN DIARIO MEDITERRÁNEO.,18/04/2019,"3.978,48 €",1,92070,22602
2019.0001411,PROMOCIONES Y EDICIONES CULTURALES SA,DEL 8 AL 22/02/19. INSERCIÓN PUBLICITARIA S/CAMPAÑA JORANDA DE LA GALERA EN DIARIO MEDITERRÁNEO.,26/04/2019,"4.999,99 €",1,92070,22602
2019.000297,VIVAS RAPALO SA,"03/05/19. ALOJAMIENTO PARTICIPANTES EN LA CAMPAÑA ""CASTELLÓ NEGRE"".",03/06/2019,"1.075,00 €",1,91201,226990
2019.0002788,VIVAS RAPALO SA,"16/04/19. SERVICIO DE ALOJAMIENTO Y MANUTENCIÓN PARA LOS 12 ARTISTAS Y ACOMPAÑANTES DEL PROYECTO ""12 ARTISTES, 12 ESCOLES"".",15/05/2019,"4.226,75 €",4,32300,227990
2019.0002787,VIVAS RAPALO SA,"DEL 22 AL 24/02/19. ALOJAMIENTO DEL PONENTE DENTRO DE LAS III JORNADES+CIÈNCIA, CELEBRADAS EN EL PLANETARIO.",29/05/2019,"203,30 €",4,33300,22606
2019.0003408,JUAN JOSE SANCHEZ LOPEZ SA,ABRIL 2019. SERVICIO DE INSTALACION Y RETIRADA DE LOS ESCENARIOS EN VIA PUBLICA Y EN EDIFICIOS MUNICIPALES DEL TERMINO DE CASTELLON. JGL 28/06/2018 (FORMALIZADO 03/08/18),07/06/2019,"10.392,22 €",5,15340,227991
2019.0003356,JUAN JOSE SANCHEZ LOPEZ SA,ABRIL/19 CERTIF. 3 ADECUACIÓN DE PARADA DE AUTOBUS Y MEJORA DE LA CONEXION CICLISTA DEL HOSPITAL GENERAL DEC. 28/12/2018.,23/05/2019,"24.975,54 €",5,13400,6190119
2019.0000255,JUAN JOSE SANCHEZ LOPEZ SA,DICIEMBRE 18. SERVICIO DE INSTALACION Y RETIRADA DE LOS ESCENARIOS EN VIA PUBLICA Y EN EDIFICIOS MUNICIPALES DEL TERMINO DE CASTELLON. JGL 28/06/2018 (FORMALIZADO 03/08/18).,01/02/2019,"12.721,55 €",5,15340,227991
2019.0000912,JUAN JOSE SANCHEZ LOPEZ SA,ENERO 19. SERVICIO DE INSTALACION Y RETIRADA DE LOS ESCENARIOS EN VIA PUBLICA Y EN EDIFICIOS MUNICIPALES DEL TERMINO DE CASTELLON. JGL 28/06/2018 (FORMALIZADO 03/08/18),22/02/2019,"3.941,89 €",5,15340,227991
2019.0001368,JUAN JOSE SANCHEZ LOPEZ SA,FEBRERO 19. SERVICIO DE INSTALACION Y RETIRADA DE LOS ESCENARIOS EN VIA PUBLICA Y EN EDIFICIOS MUNICIPALES DEL TERMINO DE CASTELLON. JGL 28/06/2018 (FORMALIZADO 03/08/18),22/03/2019,"3.702,99 €",5,15340,227991
2019.0001558,JUAN JOSE SANCHEZ LOPEZ SA,FEBRERO/19 CERTIF. 1 ADECUACIÓN DE PARADA DE AUTOBUS Y MEJORA DE LA CONEXION CICLISTA DEL HOSPITAL GENERAL DEC. 28/12/2018.,15/04/2019,"38.915,33 €",5,13400,6190119
2019.0003467,JUAN JOSE SANCHEZ LOPEZ SA,INDEMNIZACIÓN POR DESEQUILIBRIO ECONOMICO DURANTE LOS AÑOS 2015 A 2018(INCREMENTO TARJETAS EXPEDIDAS MENOS MEJORAS NO EJECUTADAS) A LA CONCESIONARIA SERVICIO REGULACION OCUPACION TEMPORAL VIAS PUBLICAS ESTACIONAMIENTO VEHICULOS O.R.A.JGL 03/05/19.,04/06/2019,"53.187,03 €",5,13300,22799
2019.0002419,JUAN JOSE SANCHEZ LOPEZ SA,MARZO 19. SERVICIO DE INSTALACION Y RETIRADA DE LOS ESCENARIOS EN VIA PUBLICA Y EN EDIFICIOS MUNICIPALES DEL TERMINO DE CASTELLON. JGL 28/06/2018 (FORMALIZADO 03/08/18),03/05/2019,"16.125,91 €",5,15340,227991
2019.0002346,JUAN JOSE SANCHEZ LOPEZ SA,MARZO/19 CERTIF. 2 ADECUACIÓN DE PARADA DE AUTOBUS Y MEJORA DE LA CONEXION CICLISTA DEL HOSPITAL GENERAL DEC. 28/12/2018.,13/05/2019,"39.157,44 €",5,13400,6190119
2019.0003703,"COMERCIAL CASTILLO 88, S.A.","27/05/19. MATERIAL FUNGIBLE DE FERRETERÍA PARA LA ELABORACIÓN DE LAS GAYATAS. PROYECTO ACTIVIDADES ""LA TAULA"".",13/06/2019,"70,80 €",5,23110,226992
2019.0001073,MANTENIMIENTOS DE ALTA TENSION DE CASTELLON SA,06/02/2019. REPARACIÓN DE LA AVERÍA EN LA LÍNEA AÉREA DE MEDIA TENSIÓN DE PROPIEDAD MUNICIPAL QUE DA SERVICIO AL CENTRO DE TRANSFORMACIÓN DE LA ERMITA DE LA MAGDALENA.,20/03/2019,"484,00 €",5,92031,21302
2019.000321,MANTENIMIENTOS DE ALTA TENSION DE CASTELLON SA,ABRIL 2019. SERV INSPECCION Y MANT CTROS TRANSFORMACION DEPENDIENTES DEL AYTO DE CS. DEC 16-02-16 (FORMALIZ 25/02/16) DEC CESION 16/10/18 (ESCRITURA CESION 30/10/18).,11/06/2019,"5.380,22 €",5,92031,21302
2019.0000915,MANTENIMIENTOS DE ALTA TENSION DE CASTELLON SA,ENERO 19.  SERV INSPECCION Y MANT CTROS TRANSFORMACION DEPENDIENTES DEL AYTO DE CS. DEC 16-02-16 (FORMALIZ 25/02/16) DEC CESION 16/10/18 (ESCRITURA CESION 30/10/18).,25/02/2019,"857,38 €",5,92031,21302
2019.000224,MANTENIMIENTOS DE ALTA TENSION DE CASTELLON SA,MARZO 19. SERV INSPECCION Y MANT CTROS TRANSFORMACION DEPENDIENTES DEL AYTO DE CS. DEC 16-02-16 (FORMALIZ 25/02/16) DEC CESION 16/10/18 (ESCRITURA CESION 30/10/18).,13/05/2019,"2.080,17 €",5,92031,21302
2019.0003207,"CORP EUROPEA DE SERVICIOS Y CAPITALES, SAU","ABRIL 2019.  MUNIC.SERVICIOS EXTRAORD. E INMEDIACIONES, GEST.ABANDONO Y SANCIONES SERV. RETIRADA, DEPOSITO Y CUSTODIA VEHICULOS.JGL 12-7-13(FORMALIZ. 22-7-13). REV. PREC. DEC. 11-3-15 Y JGL 21-10-16 PRORR JGL 28/04/17.",24/05/2019,"3.180,26 €",5,13300,227990
2019.0003478,"CORP EUROPEA DE SERVICIOS Y CAPITALES, SAU",ABRIL/19. CERTIF. 3 REFORMA DEL MERCAT DE SANT PERE DEL GRAO DE CASTELLÓ DEC.28/12/2018.,23/05/2019,"40.062,85 €",5,92031,6320019
2019.0001049,"CORP EUROPEA DE SERVICIOS Y CAPITALES, SAU","DICIEMBRE 18. MUNIC.SERVICIOS EXTRAORD. E INMEDIACIONES, GEST.ABANDONO Y SANCIONES SERV. RETIRADA, DEPOSITO Y CUSTODIA VEHICULOS.JGL 12-7-13(FORMALIZ. 22-7-13). REV. PREC. DEC. 11-3-15 Y JGL 21-10-16 PRORR JGL 28/04/17.",01/03/2019,"2.315,54 €",5,13300,227990
2019.0000721,"CORP EUROPEA DE SERVICIOS Y CAPITALES, SAU",DICIEMBRE 18. SERVICIO DE MANTENIMIENTO INTEGRAL DE EDIFICIOS E INSTALACIONES DE LAS DEPENDIENCIAS Y LOCALES DEL AYUNTAMIENTO DE CASTELLON.,21/03/2019,"87.256,05 €",5,92031,21200
2019.000134,"CORP EUROPEA DE SERVICIOS Y CAPITALES, SAU",ENERO 19.  SERVICIO DE MANTENIMIENTO INTEGRAL DE EDIFICIOS E INSTALACIONES DE LAS DEPENDIENCIAS Y LOCALES DEL AYUNTAMIENTO DE CASTELLON.,18/04/2019,"68.120,59 €",5,92031,21200
2019.0001053,"CORP EUROPEA DE SERVICIOS Y CAPITALES, SAU","ENERO 19. MUNIC.SERVICIOS EXTRAORD. E INMEDIACIONES, GEST.ABANDONO Y SANCIONES SERV. RETIRADA, DEPOSITO Y CUSTODIA VEHICULOS.JGL 12-7-13(FORMALIZ. 22-7-13). REV. PREC. DEC. 11-3-15 Y JGL 21-10-16 PRORR JGL 28/04/17.",15/03/2019,"2.929,14 €",5,13300,227990
2019.000153,"CORP EUROPEA DE SERVICIOS Y CAPITALES, SAU","FEBRERO 19. MUNIC.SERVICIOS EXTRAORD. E INMEDIACIONES, GEST.ABANDONO Y SANCIONES SERV. RETIRADA, DEPOSITO Y CUSTODIA VEHICULOS.JGL 12-7-13(FORMALIZ. 22-7-13). REV. PREC. DEC. 11-3-15 Y JGL 21-10-16 PRORR JGL 28/04/17.",05/04/2019,"2.943,16 €",5,13300,227990
2019.0001682,"CORP EUROPEA DE SERVICIOS Y CAPITALES, SAU",FEBRERO 19. SERVICIO DE MANTENIMIENTO INTEGRAL DE EDIFICIOS E INSTALACIONES DE LAS DEPENDIENCIAS Y LOCALES DEL AYUNTAMIENTO DE CASTELLON.,18/04/2019,"55.146,58 €",5,92031,21200
2019.0002343,"CORP EUROPEA DE SERVICIOS Y CAPITALES, SAU","MARZO 19. MUNIC.SERVICIOS EXTRAORD. E INMEDIACIONES, GEST.ABANDONO Y SANCIONES SERV. RETIRADA, DEPOSITO Y CUSTODIA VEHICULOS.JGL 12-7-13(FORMALIZ. 22-7-13). REV. PREC. DEC. 11-3-15 Y JGL 21-10-16 PRORR JGL 28/04/17.",03/05/2019,"17.491,24 €",5,13300,227990
2019.0002508,"CORP EUROPEA DE SERVICIOS Y CAPITALES, SAU",MARZO/19. CERTIF. 2 REFORMA DEL MERCAT DE SANT PERE DEL GRAO DE CASTELLÓ DEC.28/12/2018.,13/05/2019,"17.741,73 €",5,92031,6320019
2019.0001052,"CORP EUROPEA DE SERVICIOS Y CAPITALES, SAU","REV PRECIOS DEL 23/07 AL 30/11/18. SERV. EXTRAOR . SERVICIO RETIRADA, DEPOSITO Y CUSTODIA DE VEHICULOS VIAS PUBLICAS DE CS. JGL 12/7/13. FORM.22/7/13. REV.PREC. DEC 11/3/18. JGL 21/10/16. REV PRECIOS JGL 28/4/17 Y 15/6/18 REV PRECIOS JGL 02/02/19.",15/03/2019,"149,50 €",5,13300,227990
2019.0003323,ANDACAR 2000 SA,ABRIL 2019.  ALQUILER DE VEHÍCULO-RENAULT SCENIC INTENS ENERGY 1.5 DCI 110CV-MATRICULA: 0829-KHD,13/06/2019,"713,90 €",1,91201,20400
2019.0003319,ANDACAR 2000 SA,ABRIL 2019.  LOTE 10.-CONTRATACION ARRENDAMIENTO SIN OPCION DE COMPRA DE 1 VEHICULO TOTALMENTE EQUIPADO CON DESTINO A LA POLICIA JUDICIAL (UNIDAD POLICIA ADMVA) DE CASTELLON JGL 26/01/18 (FORMALIZADO 01/03/18) ACTA ENTREGA 10/4/18.,24/05/2019,"582,61 €",5,13230,20400
2019.0003321,ANDACAR 2000 SA,ABRIL 2019.  LOTE 12.-CONTRATACION ARRENDAMIENTO SIN OPCION DE COMPRA DE 1 VEHICULO  PATRULLERO CAMUFLADO TOTALMENTE EQUIPADO CON DESTINO A  LA POLICIA LOCAL DE CASTELLON JGL 26/01/18 (FORMALIZADO 01/03/18) ACTA ENTREGA 10/4/18.,24/05/2019,"416,14 €",5,13230,20400
2019.0003252,ANDACAR 2000 SA,ABRIL 2019.  LOTE 6.-CONTRATACION ARRENDAMIENTO SIN OPCION DE COMPRA DE 2 VEHICULOS TOTALMENTE EQUIPADOS CON DESTINO A LA UCE DE LA POLICIA LOCAL DE CASTELLON JGL 26/01/18 (FORMALIZADO 01/03/18) ACTA ENTREGA 27/4/18.,24/05/2019,"1.763,05 €",5,13230,20400
2019.0003254,ANDACAR 2000 SA,ABRIL 2019.  LOTE 8.-CONTRATACION ARRENDAMIENTO SIN OPCION DE COMPRA DE 1 VEHICULO TOTALMENTE EQUIPADO C/DESTINO A LA POLICIA JUDICIAL (UNIDAD ESPECTAC. PCOS Y ACTIV.)DE CASTELLON JGL 26/01/18 (FORMALIZADO 01/03/18) ACTA ENTREGA 10/4/18.,24/05/2019,"582,59 €",5,13230,20400
2019.0003318,ANDACAR 2000 SA,ABRIL 2019.  LOTE 9.-CONTRATACION ARRENDAMIENTO SIN OPCION DE COMPRA DE 1 VEHICULO TOTALMENTE EQUIPADO CON DESTINO A LA POLICIA JUDICIAL (UNIDAD VIOLENCIA GENERO) DE CASTELLON JGL 26/01/18 (FORMALIZADO 01/03/18) ACTA ENTREGA 10/4/18.,24/05/2019,"582,61 €",5,13230,20400
2019.0003322,ANDACAR 2000 SA,ABRIL 2019. CONTRATACION DEL ARRENDAMIENTO DE UN FURGON DE ATESTADOS TOTALMENTE EQUIPADO PARA LA POLICIA LOCAL. JGL 7/07/17 (FORMALIZADO 19/7/17) ACTA ENTREGA 28/08/17.,24/05/2019,"1.783,50 €",5,13250,20400
2019.0003248,ANDACAR 2000 SA,ABRIL 2019. LOTE 1.-CONTRATACION ARRENDAMIENTO SIN OPCION DE COMPRA DE 12 VEHICULOS PATRULLA TOTALMENTE EQUIPADOS CON DESTINO A LA POLICIA LOCAL DE CASTELLON JGL 26/01/18 (FORMALIZADO 01/03/18) ACTA ENTREGA 26/4/18.,24/05/2019,"9.449,99 €",5,13230,20400
2019.000332,ANDACAR 2000 SA,ABRIL 2019. LOTE 11.-CONTRATACION ARRENDAMIENTO SIN OPCION DE COMPRA DE 1 VEHICULO TOTALMENTE EQUIPADO CON DESTINO A LA UNIDAD DE POLICIA CICLISTA (TRANSP.BICICLETA) DE CASTELLON JGL 26/01/18 (FORMALIZADO 01/03/18) ACTA ENTREGA 27/4/18.,24/05/2019,"928,56 €",5,13230,20400
2019.0003249,ANDACAR 2000 SA,ABRIL 2019. LOTE 2.-CONTRATACION ARRENDAMIENTO SIN OPCION DE COMPRA DE 12 VEHICULOS PATRULLA TOTALMENTE EQUIPADOS CON DESTINO A LA POLICIA LOCAL DE CASTELLON JGL 26/01/18 (FORMALIZADO 01/03/18) ACTA ENTREGA 09/4/18.,24/05/2019,"8.313,53 €",5,13230,20400
2019.000325,ANDACAR 2000 SA,ABRIL 2019. LOTE 4.-CONTRATACION ARRENDAMIENTO SIN OPCION DE COMPRA DE 1 VEHICULO TOTALMENTE EQUIPADO CON DESTINO A LA JEFATURA DE LA POLICIA LOCAL DE CASTELLON JGL 26/01/18 (FORMALIZADO 01/03/18) ACTA ENTREGA 18/4/18.,24/05/2019,"782,14 €",5,13230,20400
2019.0003251,ANDACAR 2000 SA,ABRIL 2019. LOTE 5.-CONTRATACION ARRENDAMIENTO SIN OPCION DE COMPRA DE 1 VEHICULO TOTALMENTE EQUIPADO CON DESTINO A LA JEFATURA POLICIA LOCAL DE CASTELLON JGL 26/01/18 (FORMALIZADO 01/03/18) ACTA ENTREGA 18/4/18.,24/05/2019,"831,57 €",5,13230,20400
2019.0003253,ANDACAR 2000 SA,ABRIL 2019. LOTE 7.-CONTRATACION ARRENDAMIENTO SIN OPCION DE COMPRA DE 2 VEHICULOS TOTALMENTE EQUIPADOS C/DESTINO A POLICIA PROXIMIDAD Y GPO.OPER.TRAFICO DE POLIC. LOCAL DE CASTELLON.JGL 26/01/18(FORMALIZADO 01/03/18)ACTA ENTREGA 27/4/18.,24/05/2019,"1.823,19 €",5,13230,20400
2019.000013,ANDACAR 2000 SA,DICIEMBRE/18.  LOTE 1.-CONTRATACION ARRENDAMIENTO SIN OPCION DE COMPRA DE 12 VEHICULOS PATRULLA TOTALMENTE EQUIPADOS CON DESTINO A LA POLICIA LOCAL DE CASTELLON JGL 26/01/18 (FORMALIZADO 01/03/18) ACTA ENTREGA 26/4/18.,25/01/2019,"9.449,99 €",5,13230,20400
2019.0000132,ANDACAR 2000 SA,DICIEMBRE/18.  LOTE 4.-CONTRATACION ARRENDAMIENTO SIN OPCION DE COMPRA DE 1 VEHICULO TOTALMENTE EQUIPADO CON DESTINO A LA JEFATURA DE LA POLICIA LOCAL DE CASTELLON JGL 26/01/18 (FORMALIZADO 01/03/18) ACTA ENTREGA 18/4/18.,25/01/2019,"782,14 €",5,13230,20400
2019.0000133,ANDACAR 2000 SA,DICIEMBRE/18.  LOTE 5.-CONTRATACION ARRENDAMIENTO SIN OPCION DE COMPRA DE 1 VEHICULO TOTALMENTE EQUIPADO CON DESTINO A LA JEFATURA POLICIA LOCAL DE CASTELLON JGL 26/01/18 (FORMALIZADO 01/03/18) ACTA ENTREGA 18/4/18.,25/01/2019,"831,57 €",5,13230,20400
2019.0000134,ANDACAR 2000 SA,DICIEMBRE/18.  LOTE 6.-CONTRATACION ARRENDAMIENTO SIN OPCION DE COMPRA DE 2 VEHICULOS TOTALMENTE EQUIPADOS CON DESTINO A LA UCE DE LA POLICIA LOCAL DE CASTELLON JGL 26/01/18 (FORMALIZADO 01/03/18) ACTA ENTREGA 27/4/18.,25/01/2019,"1.763,05 €",5,13230,20400
2019.0000136,ANDACAR 2000 SA,DICIEMBRE/18.  LOTE 8.-CONTRATACION ARRENDAMIENTO SIN OPCION DE COMPRA DE 1 VEHICULO TOTALMENTE EQUIPADO C/DESTINO A LA POLICIA JUDICIAL (UNIDAD ESPECTAC. PCOS Y ACTIV.)DE CASTELLON JGL 26/01/18 (FORMALIZADO 01/03/18) ACTA ENTREGA 10/4/18.,25/01/2019,"582,59 €",5,13230,20400
2019.0000142,ANDACAR 2000 SA,DICIEMBRE/18. ALQUILER DE VEHÍCULO-RENAULT SCENIC INTENS ENERGY 1.5 DCI 110CV-MATRICULA: 0829-KHD-OBRA: CASTELLON,25/01/2019,"713,90 €",1,91201,20400
2019.0000141,ANDACAR 2000 SA,DICIEMBRE/18. CONTRATACION DEL ARRENDAMIENTO DE UN FURGON DE ATESTADOS TOTALMENTE EQUIPADO PARA LA POLICIA LOCAL. JGL 7/07/17 (FORMALIZADO 19/7/17) ACTA ENTREGA 28/08/17.,25/01/2019,"1.783,50 €",5,13250,20400
2019.0000138,ANDACAR 2000 SA,DICIEMBRE/18. LOTE 10.-CONTRATACION ARRENDAMIENTO SIN OPCION DE COMPRA DE 1 VEHICULO TOTALMENTE EQUIPADO CON DESTINO A LA POLICIA JUDICIAL (UNIDAD POLICIA ADMVA) DE CASTELLON JGL 26/01/18 (FORMALIZADO 01/03/18) ACTA ENTREGA 10/4/18.,25/01/2019,"582,61 €",5,13230,20400
2019.0000139,ANDACAR 2000 SA,DICIEMBRE/18. LOTE 11.-CONTRATACION ARRENDAMIENTO SIN OPCION DE COMPRA DE 1 VEHICULO TOTALMENTE EQUIPADO CON DESTINO A LA UNIDAD DE POLICIA CICLISTA (TRANSP.BICICLETA) DE CASTELLON JGL 26/01/18 (FORMALIZADO 01/03/18) ACTA ENTREGA 27/4/18.,25/01/2019,"928,56 €",5,13230,20400
2019.000014,ANDACAR 2000 SA,DICIEMBRE/18. LOTE 12.-CONTRATACION ARRENDAMIENTO SIN OPCION DE COMPRA DE 1 VEHICULO  PATRULLERO CAMUFLADO TOTALMENTE EQUIPADO CON DESTINO A  LA POLICIA LOCAL DE CASTELLON JGL 26/01/18 (FORMALIZADO 01/03/18) ACTA ENTREGA 10/4/18.,25/01/2019,"416,14 €",5,13230,20400
2019.0000131,ANDACAR 2000 SA,DICIEMBRE/18. LOTE 2.-CONTRATACION ARRENDAMIENTO SIN OPCION DE COMPRA DE 12 VEHICULOS PATRULLA TOTALMENTE EQUIPADOS CON DESTINO A LA POLICIA LOCAL DE CASTELLON JGL 26/01/18 (FORMALIZADO 01/03/18) ACTA ENTREGA 09/4/18.,25/01/2019,"8.313,53 €",5,13230,20400
2019.0000135,ANDACAR 2000 SA,DICIEMBRE/18. LOTE 7.-CONTRATACION ARRENDAMIENTO SIN OPCION DE COMPRA DE 2 VEHICULOS TOTALMENTE EQUIPADOS C/DESTINO A POLICIA PROXIMIDAD Y GPO.OPER.TRAFICO DE POLIC. LOCAL DE CASTELLON.JGL 26/01/18(FORMALIZADO 01/03/18)ACTA ENTREGA 27/4/18.,25/01/2019,"1.823,19 €",5,13230,20400
2019.0000137,ANDACAR 2000 SA,DICIEMBRE/18. LOTE 9.-CONTRATACION ARRENDAMIENTO SIN OPCION DE COMPRA DE 1 VEHICULO TOTALMENTE EQUIPADO CON DESTINO A LA POLICIA JUDICIAL (UNIDAD VIOLENCIA GENERO) DE CASTELLON JGL 26/01/18 (FORMALIZADO 01/03/18) ACTA ENTREGA 10/4/18.,25/01/2019,"582,61 €",5,13230,20400
2019.000062,ANDACAR 2000 SA,ENERO 19.  LOTE 6.-CONTRATACION ARRENDAMIENTO SIN OPCION DE COMPRA DE 2 VEHICULOS TOTALMENTE EQUIPADOS CON DESTINO A LA UCE DE LA POLICIA LOCAL DE CASTELLON JGL 26/01/18 (FORMALIZADO 01/03/18) ACTA ENTREGA 27/4/18.,22/02/2019,"1.763,05 €",5,13230,20400
2019.0000622,ANDACAR 2000 SA,ENERO 19.  LOTE 8.-CONTRATACION ARRENDAMIENTO SIN OPCION DE COMPRA DE 1 VEHICULO TOTALMENTE EQUIPADO C/DESTINO A LA POLICIA JUDICIAL (UNIDAD ESPECTAC. PCOS Y ACTIV.)DE CASTELLON JGL 26/01/18 (FORMALIZADO 01/03/18) ACTA ENTREGA 10/4/18.,22/02/2019,"582,59 €",5,13230,20400
2019.0000628,ANDACAR 2000 SA,ENERO 19. ALQUILER DE VEHÍCULO-RENAULT SCENIC INTENS ENERGY 1.5 DCI 110CV-MATRICULA: 0829-KHD-OBRA: CASTELLON.,25/02/2019,"713,90 €",1,91201,20400
2019.0000627,ANDACAR 2000 SA,ENERO 19. CONTRATACION DEL ARRENDAMIENTO DE UN FURGON DE ATESTADOS TOTALMENTE EQUIPADO PARA LA POLICIA LOCAL. JGL 7/07/17 (FORMALIZADO 19/7/17) ACTA ENTREGA 28/08/17.,22/02/2019,"1.783,50 €",5,13250,20400
2019.0000616,ANDACAR 2000 SA,ENERO 19. LOTE 1.-CONTRATACION ARRENDAMIENTO SIN OPCION DE COMPRA DE 12 VEHICULOS PATRULLA TOTALMENTE EQUIPADOS CON DESTINO A LA POLICIA LOCAL DE CASTELLON JGL 26/01/18 (FORMALIZADO 01/03/18) ACTA ENTREGA 26/4/18.,22/02/2019,"9.449,99 €",5,13230,20400
2019.0000624,ANDACAR 2000 SA,ENERO 19. LOTE 10.-CONTRATACION ARRENDAMIENTO SIN OPCION DE COMPRA DE 1 VEHICULO TOTALMENTE EQUIPADO CON DESTINO A LA POLICIA JUDICIAL (UNIDAD POLICIA ADMVA) DE CASTELLON JGL 26/01/18 (FORMALIZADO 01/03/18) ACTA ENTREGA 10/4/18.,22/02/2019,"582,61 €",5,13230,20400
2019.0000625,ANDACAR 2000 SA,ENERO 19. LOTE 11.-CONTRATACION ARRENDAMIENTO SIN OPCION DE COMPRA DE 1 VEHICULO TOTALMENTE EQUIPADO CON DESTINO A LA UNIDAD DE POLICIA CICLISTA (TRANSP.BICICLETA) DE CASTELLON JGL 26/01/18 (FORMALIZADO 01/03/18) ACTA ENTREGA 27/4/18.,22/02/2019,"928,56 €",5,13230,20400
