#Número registro,Nombre tercero,Descripción,Fecha contable,Importe bruto,Orgánica,Programa,Económica
2013.0000092,"ACUSTICA Y TELECOMUNICACIONES, S.L.","10/12/12. SERVICIO ""ESTUDIO DE EVALUACION AMBIENTAL EN ZONA TASCAS DE CASTELLON""",25/04/2013,"3.630,00 €",6,15125,227060
2013.0005053,PLACIDO GOMEZ SL,OCTUBRE/13. SUMINSTRO DE LIBROS CON DESTINO A LOS CENTROS DE LECTURA MUNICIPALES. LOTE 3 (LIBROS DE MATERIAS VARIAS)  DEC. 18-09-13,29/10/2013,"569,75 €",5,33200,220011
2013.0005174,"ONADA EDICIONS, S.L","ADQUISICION DE 11 EJEMPLARES DEL LIBRO ""ELS JOCS I LA TRADICIO LUDICA DE SANT MATEU AL SEGLE XX DE JOAN ORTI FERRERES.",12/11/2013,"154,00 €",5,33200,220011
2013.0005444,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,SEPTIEMBRE/13. PRENSA PARA BIBLIOTECA MUNICIPAL C/MAYOR.,28/11/2013,"263,00 €",5,33200,220010
2013.0005445,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,SEPTIEMBRE/13. PRENSA PARA BIBLIOTECA DEL GRAO.,28/11/2013,"114,80 €",5,33200,220010
2013.0005446,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,SEPTIEMBRE/13. PRENSA PARA BIBLIOTECA CENSAL.,28/11/2013,"183,30 €",5,33200,220010
2013.0005480,"EDICIONES EL PAIS, S.L.",2013. SUSCRIPCIÓN AL DIARIO EL PAÍS PARA BIBLIOTECA DEL GRAO CASAL JOVE.,28/11/2013,"365,00 €",5,33200,220010
2013.0005709,ARGOT CULTURAL S L,NOVIEMBRE/13. SUMINSTRO DE LIBROS CON DESTINO A LOS CENTROS DE LECTURA MUNICIPALES. LOTE 1 (LIBROS INFANTILES Y JUVENILES)  DEC. 18-09-13,29/11/2013,"566,79 €",5,33200,220011
2013.0005710,LLIBRERIA CASTELLO SL,NOVIEMBRE/13 .SUMINSTRO DE LIBROS CON DESTINO A LOS CENTROS DE LECTURA MUNICIPALES. LOTE 2 (LIBROS NARRATIVA) DEC. 18-09-13,29/11/2013,"569,14 €",5,33200,220011
2013.0005711,PLACIDO GOMEZ SL,NOVIEMBRE/13. SUMINSTRO DE LIBROS CON DESTINO A LOS CENTROS DE LECTURA MUNICIPALES. LOTE 3 (LIBROS DE MATERIAS VARIAS)  DEC. 18-09-13,29/11/2013,"561,71 €",5,33200,220011
2013.0005815,P-4 SL,OCTUBRE 13 ALQUILER DEL LOCAL SITO EN AVDA CASALDUCH 84 BAJO CON DESTINO A ESPAI PUBLIC LECTURA,27/11/2013,"1.867,64 €",5,33200,20200
2013.0005816,MOLINA Y POZO SL,OCTUBRE 13 ALQUILER DEL LOCAL SITO EN CL MANUEL AZAÑA 8 CON DESTINO A ESPAI PUBLIC LECTURA,27/11/2013,"777,43 €",5,33200,20200
2013.0006083,P-4 SL,NOVIEMBRE 13 ALQUILER DEL LOCAL SITO EN AVDA CASALDUCH 84 BAJO CON DESTINO A ESPAI PUBLIC LECTURA,18/12/2013,"1.867,64 €",5,33200,20200
2013.0006084,MOLINA Y POZO SL,NOVIEMBRE 13 ALQUILER DEL LOCAL SITO EN CL MANUEL AZAÑA 8 CON DESTINO A ESPAI PUBLIC LECTURA,18/12/2013,"777,43 €",5,33200,20200
2013.0006104,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,OCTUBRE/13. PRENSA PARA BIBLIOTECA MUNICIPAL C/MAYOR.,30/12/2013,"298,55 €",5,33200,220010
2013.0006105,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,OCTUBRE/13. PRENSA PARA BIBLIOTECA DEL GRAO.,30/12/2013,"131,30 €",5,33200,220010
2013.0006106,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,3º TRIMESTRE/13. PRENSA DETOT PARA BIBLIOTECA DEL GRAO.,30/12/2013,"17,50 €",5,33200,220010
2013.0006107,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,OCTUBRE/13. PRENSA PARA BIBLIOTECA CENSAL.,30/12/2013,"192,60 €",5,33200,220010
2013.0006495,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,JULIO A SEPTIEMBRE 13 GASTOS LUZ Y AGUA DEL ALQUILER DEL LOCAL SITO EN CONCLUENCIAS CL ALCALATEN Y ALBACENTE  CON DESTINO A ESPAI PUBLIC LECTURA,30/12/2013,"105,36 €",5,33200,20200
2013.0006502,"EDICIONES EL PAIS, S.L.",2013. SUSCRIPCIÓN DEL DIARIO EL PAIS PARA BIBLIOTECA MUNICIPAL C/MAYOR.,30/12/2013,"365,00 €",5,33200,220010
2013.0006596,"GESTIONA CULTURA, S.L.U.","TALLER DE ANIMACIÓN A LA LECTURA ""CUENTOS CON SENTIMIENTO"" Y ""EL MONSTRUO DE LA BIBLIOTECA"" DENTRO DE LA VIII CAMPAÑA DE ANIMACION A LA LECTURA EN LOS ESPAIS DE LECTURA PUBLICS MUNICIPALS. DEC 5/02/13",30/12/2013,"1.363,99 €",5,33200,22605
2013.0006597,SENIA ACTIVITATS EDUCATIVES CB,DEL 4 AL 8/11/13. VIII CAMPAÑA DE ANIMACION A LA LECTURA EN LOS ESPAIS DE LECTURA PUBLICS MUNICIPALS.DEC 5/02/13,30/12/2013,"528,00 €",5,33200,22605
2013.0006743,SENIA ACTIVITATS EDUCATIVES CB,05/12/13. TALLER DE NARRACIÓN DENTRO DE LA VIII CAMPAÑA DE ANIMACION A LA LECTURA EN LOS ESPAIS DE LECTURA PUBLICS MUNICIPALS.DEC 5/02/13,30/12/2013,"132,00 €",5,33200,22605
2013.0006867,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,NOVIEMBRE/13. PRENSA PARA BIBLIOTECA CENSAL.,30/12/2013,"175,55 €",5,33200,220010
2013.0006868,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,NOVIEMBRE/13. PRENSA PARA BIBLIOTECA DEL GRAO.,30/12/2013,"123,60 €",5,33200,220010
2013.0006869,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,NOVIEMBRE/13. PRENSA PARA BIBLIOTECA MUNICIPAL C/MAYOR.,30/12/2013,"285,55 €",5,33200,220010
2013.0000437,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,31/12/12. DCHOS Y SUPLIDOS PROV. FONDOS DILIG PREVIAS PROCED. 222/08 S/DAÑOS A 8 HITOS METÁLICOS SITOS EN C/OBISPO SALINAS Nº 2.,12/04/2013,"89,83 €",4,92010,22604
2013.0000536,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"PROV. FONDOS DILIG PREVIAS PROCED. 1/575/2011 CONTRA STC 575/2012 INSTADO POR INDUSTRIAS DOLZ, S.A.",17/04/2013,"350,00 €",4,92010,22604
2013.0000537,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,PROV. FONDOS DILIG PREVIAS PROCED. 2540/2012 S/DENUNCIA INTERPUESTO SENTIMIENTO ALBINEGRO CONTRA LA ANTERIOR JUNTA DIRECTIVA DEL CLUB DEPORTIVO CASTELLÓN.,17/04/2013,"100,00 €",4,92010,22604
2013.0000605,"EDITORIAL ARANZADI, S.A.",2013. SUSCRIPCIÓN A LA R. JURISPRUDENCIA GUAFLEX PARA ASESORIA JURIDICA.,18/02/2013,"1.724,80 €",4,92010,22001
2013.0000606,"LUMEN IURIS, S.L.",MANUAL S/TRATADO PRÁCTICO DERECHO CONCURSAL.,18/02/2013,"51,00 €",4,92010,22001
2013.0000811,AFS NOTARIOS CB,LEGITIMACIÓN DE FIRMAS PARA EL ALTA EN EL SERVICIO DE NOTIFICACIONES ELECTRÓNICAS DE LA AEAT PARA GUMSA.,28/03/2013,"14,54 €",4,92010,22604
2013.0000851,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,PROV. FONDOS DILIG PREVIAS PROCED. 753/11 INSTADO POR VICENTE ANGEL VERCHILI CORBÍN CONTRA STC Nº 493/12 DEL JUZGADO DE LO CONTENCIOSO ADMINISTRATIVO.,28/03/2013,"450,00 €",4,92010,22604
2013.0000852,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,PROV. FONDOS DILIG PREVIAS S/REC. CASACIÓN INSTADO POR EL AYUNTAMIENTO CONTRA STC TSJCV 829/00.,28/03/2013,"500,00 €",4,92010,22604
2013.0000854,WOLTERS KLUWER SA,2013. SUSCRIPCIÓN A LA ACTUALIDAD ADMVA JURISP Y DOCTRINA PARA ASESORÍA JURÍDICA.,28/03/2013,"929,76 €",4,92010,22001
2013.0000855,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,DCHOS Y SUPLIDOS PROV. FONDOS DILIG PREVIAS PROCED. 1826/11 S/AMENAZAS E INSULTOS A POLICIA LOCAL EN PZA DOCTOR MARAÑÓN.,28/03/2013,"19,69 €",4,92010,22604
2013.0000861,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,NOTA MARGEN CANCELACIÓN AFECCIÓN FISCAL.,25/04/2013,"469,06 €",4,92010,22604
2013.0001225,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,DCHOS INSTADO POR TALLERES RAPALO Y OTROS REFERENTE A LA SUSPENSIÓN DEL PLAN GENERAL DE ORDENACIÓN URBANA.,17/04/2013,"665,50 €",4,92010,22604
2013.0001227,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,DCHOS INSTADO POR EMILIANO CABEDO CONTRA SENTENCIA DICTADA EN EL PO 1/450/11 QUE DESESTIMA RECURSO CONTRA RESOLUCIÓN DEL TRIBUNAL ECONÓMICO ADMINISTRATIVO.,17/04/2013,"580,98 €",4,92010,22604
2013.0001568,WOLTERS KLUWER SA,2013. SUSCRIPCIÓN A LA PRACTICA URBANISTICA PARA ASESORIA JURIDICA.,09/05/2013,"303,68 €",4,92010,22001
2013.0001570,GOMEZ-ACEBO & POMBO ABOGADOS,40 % DE LA CONTRATACION DE LA ELABORACION Y REDACCION DE UN DICTAMEN JURIDICO DE LAS ACTUACIONES DEL AYUNTAMIENTO DE CASTELLON EN LA STS 9-12-2008 EN RELACION CON PGOUM DEC. 18-12-12,25/04/2013,"4.356,00 €",4,92010,22604
2013.0001996,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,DCHOS Y SUPLIDOS PROV. FONDOS JUICIO ORDINARIO 286/2011 S/INDEMNIZACIÓN DE GASTOS CAUSADOS POR EL DERRUMBE DE LA VIVIENDA SITA C/OBISPO SALINAS Nº 43.,17/05/2013,"269,93 €",4,92010,22604
2013.0001997,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,DCHOS Y SUPLIDOS DILIG PREVIAS PROCED. 159/09 S/DAÑOS OCASIONADOS A MOTO DE DOTACIÓN OFICIAL Y A AMU.,17/05/2013,"62,19 €",4,92010,22604
2013.0002320,WOLTERS KLUWER SA,2013. SUSCRIPCIÓN A LA REVISTA DCHO. CONCURSAL Y PARACONCURSAL Y A LA LEY DIGITAL CONCURSAL CLAVE INDIVIDUAL PARA ASESORIA JURIDICA.,04/06/2013,"591,38 €",4,92010,22001
2013.0002321,"EDITORIAL ARANZADI, S.A.",2013. SUSCRIPCIÓN A LA REVISTA JURISPRUDENCIA GUAFLEX.,04/06/2013,"2.328,80 €",4,92010,22001
2013.0002322,"EDITORIAL ARANZADI, S.A.",2013. SUSCRIPCIÓN A LA REVISTA ESPAÑOLA DERECHO ADMINISTRATIVO PARA ASESORIA JURIDICA.,04/06/2013,"138,79 €",4,92010,22001
2013.0002351,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"DCHOS Y SUPLIDOS Nº PROCED. 218712 INSTADO POR ""OBRAS Y EDIFICACIONES GALIANA, S.L."" CONTRA DECRETO DEL CONSELL POR EL QUE SE SUSPENDE EL PLAN GENERAL DE ORDENACIÓN URBANA DEL MUNICIPIO DE CASTELLÓN.",13/06/2013,"665,50 €",4,92010,22604
2013.0002352,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,DCHOS Y SUPLIDOS DILIG. PREVIAS PROCED. 332/2007 POR DAÑOS A BOLARDOS SITOS EN C/FARMACÉUTICO RAMOS Nº 2.,13/06/2013,"55,12 €",4,92010,22604
2013.0002592,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,DCHOS Nº PROCED. 636/12 SENTENCIA DICTADA EN P.O. 1/200/10 DEL JUZGADO DE LO CONTENCIOSO ADMINISTRATIVO.,21/06/2013,"423,50 €",4,92010,22604
2013.0002593,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,DCHOS Nº PROCED. 749/11 INSTADO POR AS. CASTELLO SENSE SOROLL CONTRA SENTENCIA DICTADA EN EL P.O. 1/1091/09 DEL JUZGADO CONTENCIOSO ADMINISTRATIVO Nº 1.,21/06/2013,"544,50 €",4,92010,22604
2013.0002594,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"DCHOS Nº PROCED. 641/11 INSTADO POR COLEGIO DE INGENIEROS DE CAMINOS, CANALES Y PUERTOS CONTRA STC DICTADA EN EL P.O. 2/372/10 DEL JUZGADO DE LO CONTENCIOSO ADMINISTRATIVO Nº 2.",21/06/2013,"382,53 €",4,92010,22604
2013.0002601,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,DCHOS PROCED. 632/11  SENTENCIA DICTADA EN EL P.O. 1/110/10 DEL JUZGADO CONTENCIOSO ADMINISTRATIVO Nº 1.,21/06/2013,"665,50 €",4,92010,22604
2013.0002603,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,DCHOS PROCD 2059/11 INSTADO POR AS. CASTELLÓ SENSE SOROLL CONTRA SENTENCIA DICTADA EN EL P.O. 1/126/10 DEL JUZGADO DE LO CONTENCIOSO ADMINISTRATIVO.,21/06/2013,"544,50 €",4,92010,22604
2013.0002604,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,DCHOS PROCD. 588/11  SENTENCIA DICTADA EN EL P.O. 1/1108/09 DEL JUZGADO CONTENCIOSO ADMINISTRATIVO Nº 1.,21/06/2013,"355,68 €",4,92010,22604
2013.0002607,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,DCHOS Y SUPLIDOS DILIG PREVIAS PROCD. 292/2010 POR DAÑOS OCURRDIOS A CONSECUENCIA DE ACCIDENTE DE TRÁFICO A DAÑOS A BÁCULO Y BASE FAROLA SITA PZA DONOSO CORTES FRENTE C/BENLLOCH.,21/06/2013,"79,35 €",4,92010,22604
2013.0002735,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,DCHOS Y SUPLIDOS PROCD. 4374/12  STC 13-9-12 DEL TSJCV DICTADA EN EL REC 298/2010 CONTRA ACUERDO DEL JURADO PROVINCIAL DE EXPROPIACIÓN FORZOSA.,27/06/2013,"580,80 €",4,92010,22604
2013.0002737,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,DCHOS Y SUPLIDOS PROCD. 4566/12 INSTADO POR EL AYUNTAMIENTO DE CASTELLON Y GENERALITAT VALENCIANA CONTRA AUTO DE 23/11/12 QUE DESESTIMÓ EL REC. DE SUPLICA CONTRA ANTERIOR DE 19/10/12 POR EJECUCIÓN DE STC CONTRA ROSA PERIS PRATS.,27/06/2013,"580,80 €",4,92010,22604
2013.0002986,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"DCHOS Y SUPLIDOS DILIG PREVIAS 1243/2010 POR DAÑOS A BORDILLO, ZONA AJARDINADA Y FAROLA DE ALUMBRADO PÚBLICO SITOS EN CAMINO SERRADAL.",19/07/2013,"85,37 €",4,92010,22604
2013.0002987,"EDITORIAL ARANZADI, S.A.",2013. SUSCRIPCIÓN A LA REVISTA DE DERECHO Y PROCESO PENAL.,19/07/2013,"331,02 €",4,92010,22001
2013.0002988,"EDITORIAL ARANZADI, S.A.",2013. SUSCRIPCIÓN A LA REVISTA ARANZADI URBANISMO Y EDIFICACIÓN.,19/07/2013,"331,02 €",4,92010,22001
2013.0003285,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,DCHOS Y SUPLIDOS DILIG PREVIAS PROCED. 12467 CONTRA AUTO ESTIMANDO MEDIDAS CAUTELARES EN LA PIEZA SEPARADA DEL P.A. 1/159/2012.,30/07/2013,"544,50 €",4,92010,22604
2013.0003286,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,DCHOS Y SUPLIDOS DILIG PREVIAS PROCED. CONTRA STC 99/13.,30/07/2013,"544,50 €",4,92010,22604
2013.0003287,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"DCHOS Y SUPLIDOS DILIG PREVIAS PROCED 296/12 INSTADO POR ""MARTIN POY, SLU"" CONTRA ACUERDO DEL JURADO PROVINCIAL DE EXPROPIACIÓN FORZOSA QUE DESESTIMA RECURSO DE REPOSICIÓN.",30/07/2013,"1.028,50 €",4,92010,22604
2013.0003466,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,DCHOS Nº PROCED. 75/13 INSTADO POR CC.OO. CONTRA PLANTILLA DEL PERSONAL APROBADA EN 29/11/12 PLAZA TÉCNICO SUPERIOR PROTOCOLO Y ORGANIZACIÓN EVENTOS.,12/08/2013,"665,50 €",4,92010,22604
2013.0003467,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"DCHOS PROCED. Nº 23/13 INSTADO POR HERMANOS MICHAVILA, S.A. CONTRA ACUERDO DEL JURADO PROVINCIAL DE EXPROPIACIÓN AFECTADA POR EL PROY. EXPROPIACIÓN ""TERRENOS ANTRE AV. BENICASSIM Y CTRA. N-340"".",12/08/2013,"3.521,22 €",4,92010,22604
2013.0003468,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,DCHOS Y SUPLIDOS DILIG PREVIAS PROCED. 4166/08 POR DAÑOS OCASIONADOS POR DAÑOS A BARANDILLA DE PROTECCIÓN Y MURO SITA AV. HERMANOS BOU Nº 253.,12/08/2013,"61,38 €",4,92010,22604
2013.0003469,CAJA PAGADORA SUBSECRETARIA AREA ALCALA,2013. MANUAL S/LEYES TRIBUTARIAS. RECOPILACIÓN NORMATIVA PARA ASESORIA JURIDICA.,12/08/2013,"57,00 €",4,92010,22001
2013.0003774,WOLTERS KLUWER SA,2013. SUSCRIPCIÓN A LA LEY PENAL PARA ASESORIA JURÍDICA.,30/09/2013,"306,80 €",4,92010,22001
2013.0003775,WOLTERS KLUWER SA,"2013. SUSCRIPCIÓN A LA PRUEBA JUDICIAL, AL CONSULTOR DE AYUNTAMIENTOS Y JUZGADOS Y MANUAL DE ACTUALIZACIONES PARA ASESORÍA JURÍDICA.",30/09/2013,"782,88 €",4,92010,22001
2013.0003776,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,DCHOS Y SUPLIDOS PROCED. 316/10 INSTADO POR JOSÉ AGOST FALCÓ Y OTROS CONTRA ACUERDO JURADO PROVINCIAL EXPROPIACIÓN FORZOSA S/CANALIZACIÓN DEL RIO SECO Y SU CUBRIMIENTO.,30/09/2013,"2.082,13 €",4,92010,22604
2013.0003777,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,DERECHOS Nº EXPTE 12515 INSTADO POR EL AYUNTAMIENTO CONTRA RESOLUCIONES DE LA PRESIDENCIA DE LA CONFEDERACIÓN HIDROGRÁFICA DEL JÚCAR.,30/09/2013,"907,50 €",4,92010,22604
2013.0003778,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,DCHOS Y SUPLIDOS DILIG PREVIAS PROCED 4929/09 S/DAÑOS OCASIONADOS A 2 HITOS Y UN NARANJO SITOS C/CONDE PESTAGUA.,30/09/2013,"63,37 €",4,92010,22604
2013.0003830,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,DCHOS Y SUPLIDOS Nº EXPTE 12530  CONTRA AUTO Nº 93/13.,30/09/2013,"363,00 €",4,92010,22604
2013.0003831,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,DCHOS Y SUPLIDOS Nº EXPTE 12485 CONTRA STC Nº 97/13.,30/09/2013,"459,80 €",4,92010,22604
2013.0003901,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,DCHOS Y SUPLIDO DILIG PREVIAS PROCED. 1069/2010 S/DAÑOS A BORDILLO Y SEÑALIZACIÓN VERTICAL SITOS EN ROTONDA Y ACCESO DESDE LA RONDA SUR.,30/09/2013,"71,37 €",4,92010,22604
2013.0003902,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,DCHOS Y SUPLIDOS DILIG PREVIAS PROCED. 1967/09 S/DAÑOS OCASIONADOS A LA ROTONDA DE LAS CAÑAS.,30/09/2013,"31,38 €",4,92010,22604
2013.0004228,WOLTERS KLUWER SA,2013. SUSCRIPCIÓN A LA CONTRATACIÓN ADMVA PRACTICA PARA ASESORÍA JURÍDICA.,07/10/2013,"306,80 €",4,92010,22001
2013.0004236,"LEFEBURE-EL DERECHO, SA",21/09/12. SUSCRIPCIÓN A MEMENTO CONCURSAL 2013 PARA ASESORÍA JURÍDICA.,07/11/2013,"115,13 €",4,92010,22001
2013.0004237,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,PROV. FONDOS DILIG PREVIAS Nº EXPTE 12529 INSTADO POR SERVICLEOP CONTRA DESESTIMACIÓN POR SILENCIO DE SOLICITUD DE PAGO DE INTERESES DE DEMORA POR RETRASO EN ABONO FACTURAS.,07/10/2013,"544,50 €",4,92010,22604
2013.0004238,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,DCHOS Y SUPLIDOS PROV. FONDOS DILIG PREVIAS PROCED. 1342/2011 S/DAÑOS A BANCO DE UNA DE LAS PLATAFORMAS DE MADERA SITO CUARTEL TETUAN XIV.,07/10/2013,"71,37 €",4,92010,22604
2013.0004852,TRIBUNAL SUPERIOR DE JUSTICIA CDAD. VALENCIANA,PROV. FONDOS PARA PERICIAL PROCED. ORDINARIOS Nº 40002962012OM. (DEMANDANTE MARTIN POY S.L.U.),14/10/2013,"4.585,90 €",4,92010,22604
2013.0005173,WOLTERS KLUWER SA,2013. SUSCRIPCIÓN A RESPONSABILIDAD PENAL DE LAS PERSONAS JURIDICAS Y PROTECCIÓN DE DATOS Y PROCESO PENAL PARA ASESORIA JURIDICA.,12/11/2013,"81,71 €",4,92010,22001
2013.0005187,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,DHCOS PROCD. 583/13 S/EXPTE. DE SOLICITUD DE INDEMNIZACIONES POR OBRAS DE URBANIZACIÓN (P.O. 2/661/2010).,12/11/2013,"632,67 €",4,92010,22604
2013.0005188,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,DCHOS. Nº EXPTE 12590 S/RECURSO INSTADO CONTRA LA RESOLUCIÓN DE LA CONFEDERACIÓN HIDROGRÁFICA DEL JÚCAR.,12/11/2013,"665,50 €",4,92010,22604
2013.0005351,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,"DCHOS PROCED. 661/12 S/INTERPOSICIÓN REC. APELACIÓN INTERPUESTO POR ""COMERCIAL MANUBEL SL"" CONTRA STC 150/12.",20/11/2013,"544,50 €",4,92010,22604
2013.0005352,"LEFEBURE-EL DERECHO, SA","MEMENTO CONCURSAL, PROCESAL CONTENCIOSO ADMINISTRATIVO , PROCESAL CIVIL Y PROCESAL PENAL 2014 PARA ASESORÍA JURÍDICA.",20/11/2013,"279,86 €",4,92010,22001
2013.0005481,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,DERECHOS PROCED Nº 69/13 S/RECURSO CONTENCIOSO INSTADO POR LAS AS. DE VECINOS DE LA AVDA. VILLARREAL CONTRA DECRETO DEL CONSELL Nº 139 POR EL QUE SUSPENDE EL PGOU DE 1984.,28/11/2013,"544,50 €",4,92010,22604
2013.0005903,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,DCHOS Nº EXPTE. 12633 INSTADO POR NUEVA CASTELLÓN S.L. CONTRA RESOLUCIÓN DE LA CONSELLERÍA POR LA SUSPENSIÓN TEMPORAL DE LOS PAI SECTOR 27-SU-R Y 84-UE-R PGOU.,17/12/2013,"544,50 €",4,92010,22604
